frame,time,id,xmin,ymin,xmax,ymax,conf,cls
1,1,1,431.0084228515625,136.79452514648438,533.1519775390625,200.65476989746094,0.8779470920562744,2
1,1,2,313.1331787109375,209.27197265625,437.0115051269531,295.98358154296875,0.8729430437088013,2
1,1,3,331.1777038574219,108.67538452148438,424.3674621582031,173.38812255859375,0.8428211212158203,2
1,1,4,116.05911254882812,138.53225708007812,219.06805419921875,223.2338409423828,0.8292491436004639,2
1,1,5,563.241943359375,61.16886901855469,683.4629516601562,181.84375,0.8191409707069397,7
1,1,6,553.0641479492188,158.16468811035156,662.7160034179688,235.0857696533203,0.8167456388473511,2
1,1,7,561.9122314453125,321.7423095703125,677.2420043945312,442.7101135253906,0.80307936668396,2
1,1,8,771.7352294921875,201.74658203125,863.6957397460938,290.79443359375,0.7901560664176941,2
1,1,9,93.42344665527344,72.89859008789062,173.34716796875,131.32174682617188,0.7732111811637878,2
1,1,10,52.77885437011719,121.6126937866211,143.3473358154297,201.85482788085938,0.726040244102478,2
1,1,11,246.23069763183594,72.88493347167969,331.265380859375,130.4364471435547,0.7243587374687195,2
1,1,12,213.2217254638672,327.6165771484375,614.4426879882812,476.9486389160156,0.6939833760261536,2
1,1,13,0.33160400390625,280.0601806640625,170.7943878173828,475.5433654785156,0.585355818271637,2
1,1,14,0.060756683349609375,43.09669876098633,48.04668045043945,92.36463928222656,0.5510657429695129,2
1,1,15,0.01387786865234375,161.08489990234375,32.657955169677734,240.5011444091797,0.5436499714851379,2
1,1,16,687.0384521484375,452.64556884765625,836.6083374023438,478.3746643066406,0.4740246832370758,2
1,1,17,211.98486328125,328.93792724609375,611.6786499023438,475.6413269042969,0.3110819458961487,5
2,2,1,438.0136413574219,137.65692138671875,541.770263671875,202.56170654296875,0.8879825472831726,2
2,2,2,308.64837646484375,206.8216552734375,432.8311462402344,293.7701721191406,0.8631238341331482,2
2,2,3,339.48321533203125,110.70573425292969,431.48455810546875,174.59130859375,0.8308189511299133,2
2,2,4,113.49578094482422,137.74697875976562,215.36129760742188,221.52462768554688,0.8715486526489258,2
2,2,5,568.42822265625,61.208709716796875,689.8878784179688,183.15858459472656,0.712652325630188,7
2,2,6,561.1312255859375,159.45834350585938,672.0062255859375,237.2278289794922,0.8639973402023315,2
2,2,7,555.7659912109375,317.6553039550781,671.0634765625,438.6408386230469,0.7513777613639832,2
2,2,8,777.3870239257812,203.37962341308594,864.0,292.1908874511719,0.8448598980903625,2
2,2,9,98.85078430175781,73.46345520019531,180.46298217773438,133.13951110839844,0.757899820804596,2
2,2,10,47.7982292175293,119.3272933959961,140.6653594970703,201.60975646972656,0.6355723738670349,2
2,2,11,252.260498046875,73.69905090332031,336.7718811035156,130.87908935546875,0.7727140188217163,2
2,2,12,205.10594177246094,322.4371032714844,620.7774658203125,477.305908203125,0.6517305374145508,2
2,2,13,0.8724228739738464,280.3826599121094,171.1134796142578,475.5825500488281,0.6431605219841003,2
2,2,14,3.7494585514068604,44.12697219848633,49.326297760009766,90.74468231201172,0.6077885031700134,2
2,2,15,0.0,153.03634643554688,32.357627868652344,239.12188720703125,0.4035395681858063,2
2,2,16,670.13037109375,448.8938293457031,842.6569213867188,478.647216796875,0.49665722250938416,2
2,2,17,203.3872833251953,323.5600280761719,619.1664428710938,476.30419921875,0.365121066570282,7
3,3,1,445.795654296875,139.23764038085938,549.7557983398438,204.307861328125,0.8925828337669373,2
3,3,2,303.64483642578125,205.2238311767578,426.5712585449219,291.2936706542969,0.851601779460907,2
3,3,3,348.1731872558594,112.48905181884766,440.02593994140625,176.2236785888672,0.838847815990448,2
3,3,4,109.79217529296875,137.1513671875,210.31951904296875,219.81741333007812,0.8219621777534485,2
3,3,5,575.2285766601562,62.27485656738281,696.423095703125,184.01406860351562,0.7367405891418457,7
3,3,6,567.3762817382812,160.49085998535156,682.2162475585938,241.16033935546875,0.8455873727798462,2
3,3,7,556.71923828125,322.9944152832031,663.4578247070312,434.9444274902344,0.7044796347618103,2
3,3,8,782.1263427734375,205.84353637695312,864.0,296.74066162109375,0.7926664352416992,2
3,3,9,104.83545684814453,74.04326629638672,187.73776245117188,134.70606994628906,0.6610646843910217,2
3,3,10,42.94938278198242,119.22957611083984,133.27749633789062,199.24490356445312,0.741736888885498,2
3,3,11,258.8103942871094,73.92094421386719,343.8996276855469,131.49551391601562,0.8112583756446838,2
3,3,12,198.8816680908203,317.0331726074219,626.7122802734375,476.812744140625,0.5641287565231323,2
3,3,13,1.435638427734375,280.51312255859375,171.7147216796875,475.67413330078125,0.7013071179389954,2
3,3,14,6.07387638092041,44.03437042236328,55.30707931518555,94.02890014648438,0.6388232707977295,2
3,3,15,0.0,151.28067016601562,30.490116119384766,237.4720916748047,0.32220274209976196,2
3,3,16,649.0390625,444.4368896484375,849.046142578125,479.18975830078125,0.5116788148880005,2
3,3,17,195.8076934814453,318.35113525390625,624.76904296875,476.2797546386719,0.4557366967201233,7
4,4,1,456.1207275390625,140.53285217285156,560.9465942382812,206.19589233398438,0.8802601099014282,2
4,4,2,296.9378662109375,203.14547729492188,418.4193420410156,288.2171325683594,0.8695594668388367,2
4,4,3,358.4555969238281,114.45679473876953,451.5909729003906,179.0443115234375,0.8288719654083252,2
4,4,4,103.80069732666016,135.5297088623047,202.8293914794922,216.88787841796875,0.6822559237480164,2
4,4,5,583.5869140625,63.63002014160156,705.8568115234375,186.4834747314453,0.7850518822669983,7
4,4,6,579.8599853515625,163.02455139160156,693.978759765625,243.20848083496094,0.8829038143157959,2
4,4,7,545.7048950195312,311.953369140625,657.6176147460938,429.6745910644531,0.5863514542579651,2
4,4,8,790.8941650390625,209.09356689453125,864.0,300.84185791015625,0.7404165267944336,2
4,4,9,114.72007751464844,75.71484375,196.44256591796875,135.5382080078125,0.7027900815010071,2
4,4,10,35.019134521484375,117.00972747802734,124.65300750732422,196.47357177734375,0.6661787629127502,2
4,4,11,268.23638916015625,74.85199737548828,353.79248046875,132.75033569335938,0.8127142190933228,2
4,4,12,193.10960388183594,312.5433044433594,627.4925537109375,475.3581848144531,0.5299649834632874,5
4,4,13,1.4506714344024658,280.1849060058594,171.9612274169922,475.5241394042969,0.6194051504135132,2
4,4,14,9.136445045471191,43.83483123779297,60.923126220703125,95.65875244140625,0.5568081736564636,2
4,4,16,616.8095092773438,435.9603271484375,862.4287109375,479.27838134765625,0.5151679515838623,2
4,4,17,188.34434509277344,312.1726989746094,630.8836669921875,475.8225402832031,0.4801730513572693,7
5,5,1,465.29107666015625,141.63128662109375,571.4467163085938,208.2107696533203,0.8860223293304443,2
5,5,2,291.0760803222656,201.7934112548828,411.0282897949219,285.7936706542969,0.8504236936569214,2
5,5,3,367.65704345703125,115.68569946289062,462.1741027832031,181.18984985351562,0.8245829939842224,2
5,5,4,98.60224914550781,133.82733154296875,197.48175048828125,215.08445739746094,0.8040608763694763,2
5,5,5,589.877685546875,64.5374526977539,714.1367797851562,189.64222717285156,0.7352392673492432,7
5,5,6,590.0858154296875,165.18482971191406,704.4464721679688,245.6271514892578,0.8529301285743713,2
5,5,7,541.4869384765625,308.2538757324219,651.6846923828125,424.6644592285156,0.7288329005241394,2
5,5,8,799.2574462890625,210.70321655273438,864.0,303.2360534667969,0.6739028096199036,2
5,5,9,122.36585998535156,76.82047271728516,203.7376708984375,136.30226135253906,0.7479984164237976,2
5,5,10,30.15325927734375,115.66412353515625,118.22024536132812,193.64169311523438,0.6907166242599487,2
5,5,11,276.0788269042969,75.83866119384766,362.6752624511719,134.50497436523438,0.7415652275085449,2
5,5,12,187.2146759033203,308.30865478515625,629.9165649414062,475.1769714355469,0.331688791513443,5
5,5,13,1.3342052698135376,280.0870056152344,172.0098876953125,475.52178955078125,0.6118277907371521,2
5,5,14,12.759359359741211,45.10707092285156,65.93871307373047,97.15818786621094,0.5183017253875732,2
5,5,16,594.350341796875,429.4950256347656,864.0,479.5928649902344,0.6912731528282166,2
5,5,17,183.00137329101562,307.8650207519531,634.3114624023438,475.83447265625,0.30222001671791077,7
6,6,1,473.6178894042969,143.7598114013672,580.8919677734375,211.14402770996094,0.8188551068305969,2
6,6,2,286.00335693359375,200.7959442138672,404.41455078125,283.645751953125,0.8528202772140503,2
6,6,3,376.7121276855469,116.61476135253906,472.12554931640625,182.7831268310547,0.8280247449874878,2
6,6,4,92.7271728515625,131.8941650390625,192.647705078125,214.050048828125,0.8295408487319946,2
6,6,5,596.8836059570312,64.6805191040039,723.3236083984375,192.2571258544922,0.7186796069145203,7
